Date,OLR,F,inCOD,HLR,ALR,pH0,T,TSS,VFA,outCOD,CODrate,VFA1,pH1,T_in,T_high,T_low
09/10/2015,15.12,8640,2940,5.14,0.0535,6.13,36.0,308,1170.0,865,70.58,60.0,7.0,36.0,23.0,6
10/10/2015,14.38,8640,2796,5.14,0.0504,6.12,35.0,303,1104.0,865,69.06,96.0,7.11,35.0,17.0,7
11/10/2015,14.13,8880,2673,5.29,0.0476,6.1,34.0,325,1140.0,869,67.49,84.0,6.94,35.5,19.0,8
12/10/2015,15.25,8880,2886,5.29,0.0455,6.07,34.5,300,1146.0,943,67.33,120.0,6.92,36.0,22.0,8
13/10/2015,13.8,7200,3219,4.29,0.0463,6.32,35.0,232,1068.0,927,71.2,108.0,7.0,34.0,26.0,10
14/10/2015,13.18,7200,3075,4.29,0.0463,6.35,35.0,145,972.0,861,72.0,30.0,7.13,34.5,27.0,13
15/10/2015,16.63,9120,3063,5.43,0.0461,6.17,37.0,220,1194.0,808,73.62,84.0,7.23,36.0,26.0,11
16/10/2015,14.82,8880,2803,5.29,0.0523,6.21,37.0,404,1188.0,849,69.71,60.0,7.15,37.0,27.0,12
17/10/2015,14.59,8640,2836,5.14,0.0519,6.3,37.0,358,1050.0,987,65.2,60.0,7.22,36.5,28.0,13
18/10/2015,15.0,8400,3000,5.0,0.055999999999999994,6.51,37.0,379,1038.0,807,73.1,78.0,7.18,37.5,23.0,13
19/10/2015,10.91,7680,2387,4.57,0.0494,6.49,35.0,309,960.0,874,63.39,36.0,7.03,34.8,26.0,14
20/10/2015,8.04,6240,2164,3.71,0.042,6.42,35.0,317,792.0,849,60.77,30.0,7.19,34.5,26.0,12
09/11/2015,16.51,8400,3301,5.0,0.043,6.21,29.0,151,1098.0,919,72.16,120.0,6.93,30.5,13.0,2
10/11/2015,17.43,8640,3390,5.14,0.0483,6.17,31.0,125,1098.0,1124,66.84,108.0,6.93,32.0,12.0,3
11/11/2015,7.05,3600,3289,2.14,0.0169,6.22,31.0,221,1242.0,1133,65.55,132.0,7.08,31.2,12.0,3
12/11/2015,8.24,5040,2748,3.0,0.0318,6.22,31.0,51,1056.0,894,67.47,84.0,6.96,31.0,12.0,7
13/11/2015,10.54,6720,2634,4.0,0.0436,6.32,31.0,177,1056.0,915,65.26,84.0,6.92,31.0,11.0,7
14/11/2015,7.57,6240,2039,3.71,0.0353,6.35,29.0,224,714.0,948,53.51,72.0,6.97,29.0,14.0,7
15/11/2015,9.78,6240,2634,3.71,0.0364,6.24,33.0,281,1068.0,1032,60.82,96.0,7.03,32.0,15.0,8
16/11/2015,12.44,6480,3226,3.86,0.0432,6.22,33.0,244,1266.0,1070,66.83,120.0,7.02,34.0,12.0,9
17/11/2015,15.21,7920,3226,4.71,0.0471,6.15,32.0,297,1410.0,1170,63.73,252.0,7.09,32.0,12.0,4
18/11/2015,11.33,6000,3172,3.57,0.0404,6.33,31.0,305,1224.0,1064,66.46,156.0,7.13,31.8,10.0,2
19/11/2015,7.09,4800,2480,2.86,0.032,6.32,31.0,211,1236.0,880,64.52,132.0,7.15,31.0,12.0,4
20/11/2015,10.68,5760,3116,3.43,0.0343,6.23,30.5,292,1206.0,920,70.47,90.0,7.15,31.0,11.0,6
21/11/2015,10.85,6240,2920,3.71,0.036000000000000004,6.28,32.0,370,1146.0,1000,65.75,102.0,7.14,32.0,10.0,6
22/11/2015,9.06,5280,2884,3.14,0.0327,6.28,29.5,320,1170.0,880,69.49,138.0,7.14,31.5,8.0,3
23/11/2015,11.56,6000,3236,3.57,0.035,6.22,28.8,249,1212.0,904,72.06,120.0,7.1,29.0,5.0,-2
24/11/2015,13.07,6240,3520,3.71,0.0394,6.22,29.0,392,1206.0,1132,67.84,222.0,7.07,31.0,2.0,-5
25/11/2015,10.26,4800,3592,2.86,0.0337,6.29,27.0,225,1248.0,1116,68.93,144.0,7.06,30.0,0.0,-9
26/11/2015,10.42,4800,3648,2.86,0.0311,6.25,26.0,432,1410.0,988,72.92,150.0,7.08,29.0,-2.0,-12
28/11/2015,8.11,4800,2840,2.86,0.0266,6.31,29.0,152,1434.0,1000,64.79,168.0,7.06,29.0,6.0,-5
29/11/2015,10.71,4800,3748,2.86,0.0303,6.31,32.0,662,1566.0,1076,71.29,162.0,6.92,30.0,6.0,-4
30/11/2015,10.1,4800,3536,2.86,0.0297,6.39,31.0,370,1488.0,944,73.3,186.0,7.16,31.0,7.0,3
01/12/2015,8.64,4800,3024,2.86,0.0277,6.36,32.0,305,1350.0,959,68.29,162.0,7.13,31.0,10.0,1
03/12/2015,10.92,4560,4023,2.71,0.0312,6.33,31.4,654,1500.0,1126,72.01,162.0,7.17,32.0,4.0,-4
04/12/2015,9.46,4800,3311,2.86,0.0291,6.23,31.0,238,1470.0,1110,66.48,162.0,7.02,31.0,6.0,-2
07/12/2015,7.51,4560,2765,2.71,0.0318,6.21,33.0,847,1458.0,852,69.19,114.0,7.06,32.5,8.0,0
08/12/2015,9.1,4560,3354,2.71,0.0309,6.17,32.0,1064,1566.0,895,73.32,162.0,7.15,32.5,10.0,2
09/12/2015,9.51,4320,3700,2.57,0.0237,6.17,33.0,874,1614.0,947,74.41,114.0,7.12,31.0,11.0,5
10/12/2015,11.35,4800,3971,2.86,0.0254,6.17,33.0,822,1752.0,1027,74.14,150.0,7.1,34.0,10.0,2
11/12/2015,9.41,4800,3295,2.86,0.0323,6.1,33.0,680,1632.0,991,69.92,126.0,6.97,33.0,4.0,-1
12/12/2015,8.42,4800,2946,2.86,0.0263,6.21,31.0,611,1302.0,855,70.98,126.0,7.03,31.0,6.0,-4
13/12/2015,6.56,4800,2296,2.86,0.0277,6.19,30.0,723,1302.0,844,63.24,120.0,7.06,29.8,7.0,-2
14/12/2015,9.65,5520,2937,3.29,0.0276,6.08,32.0,973,1518.0,832,71.67,156.0,6.99,31.0,7.0,-2
15/12/2015,11.73,5760,3422,3.43,0.0405,6.29,31.0,579,1470.0,967,71.74,180.0,7.11,30.8,5.0,-4
16/12/2015,11.84,6000,3315,3.57,0.0314,6.27,30.0,501,1614.0,1004,69.71,192.0,7.08,30.0,1.0,-8
17/12/2015,9.75,5520,2968,3.29,0.0325,6.13,30.0,490,1566.0,1076,63.75,324.0,6.91,29.0,3.0,-6
18/12/2015,11.05,5760,3223,3.43,0.0333,6.2,32.0,558,1512.0,1052,67.36,228.0,7.06,31.5,7.0,-6
19/12/2015,8.73,6720,2183,4.0,0.068,6.57,29.0,412,984.0,820,62.44,106.2,6.99,28.8,6.0,-1
20/12/2015,10.8,7680,2363,4.57,0.0722,6.62,30.0,545,1128.0,956,59.54,228.0,7.16,30.5,6.0,-2
21/12/2015,10.2,7680,2231,4.57,0.0832,6.62,30.0,483,1092.0,936,58.05,222.0,7.17,29.5,8.0,-2
22/12/2015,11.85,8400,2370,5.0,0.0745,6.53,31.0,346,1200.0,837,64.68,138.0,7.23,30.5,8.0,1
23/12/2015,7.76,6480,2012,3.86,0.0617,6.7,31.0,258,1224.0,876,56.46,102.0,7.25,29.0,8.0,-2
24/12/2015,8.38,6720,2096,4.0,0.0472,6.63,31.0,449,1116.0,653,68.85,84.0,7.31,29.0,6.0,-4
25/12/2015,11.68,7200,2725,4.29,0.0489,6.37,31.0,461,1446.0,761,72.07,162.0,7.22,29.0,9.0,-3
26/12/2015,12.71,7680,2781,4.57,0.0571,6.38,31.0,813,1392.0,1116,59.87,144.0,7.12,30.8,7.0,-5
27/12/2015,11.87,7920,2518,4.71,0.0688,6.51,30.0,561,1152.0,805,68.03,102.0,7.13,30.0,0.0,-7
28/12/2015,12.83,7920,2722,4.71,0.0585,6.33,30.0,464,1152.0,1052,61.35,204.0,6.99,29.8,4.0,-5
30/12/2015,10.26,7440,2316,4.43,0.0682,6.52,30.0,441,984.0,939,59.46,144.0,7.09,29.5,6.0,-6
31/12/2015,12.76,7440,2881,4.43,0.0554,6.26,31.0,237,1266.0,1024,64.46,72.0,7.02,30.0,6.0,-2
01/01/2016,11.79,8400,2357,5.0,0.076,6.6,31.0,447,1068.0,739,68.65,150.0,7.18,30.0,10.0,-2
02/01/2016,11.88,7440,2682,4.43,0.0567,6.63,32.0,407,1140.0,691,74.24,168.0,7.12,32.0,12.0,-2
03/01/2016,15.22,8400,3043,5.0,0.048,6.32,33.0,656,1326.0,886,70.88,138.0,6.96,33.0,9.0,-3
04/01/2016,14.86,7440,3356,4.43,0.0523,6.47,33.6,834,1224.0,918,72.65,126.0,7.08,33.5,4.0,-3
05/01/2016,15.27,7680,3340,4.57,0.0503,6.47,33.5,137,1182.0,1105,66.92,108.0,7.02,33.0,4.0,-4
06/01/2016,16.05,7200,3746,4.29,0.0373,6.26,34.5,345,1302.0,1260,66.36,168.0,7.0,35.0,5.0,-6
07/01/2016,13.91,7200,3246,4.29,0.0424,6.34,30.0,150,1302.0,1020,68.58,186.0,7.04,30.0,2.0,-8
08/01/2016,8.2,6960,1979,4.14,0.0663,6.62,29.5,76,990.0,898,54.62,78.0,7.04,29.0,3.0,-10
09/01/2016,9.78,6720,2446,4.0,0.0632,6.63,30.0,141,1200.0,1089,55.48,114.0,7.14,29.0,5.0,-6
10/01/2016,13.65,7200,3185,4.29,0.0497,6.42,30.0,140,1482.0,1178,63.01,198.0,7.08,29.0,6.0,-6
11/01/2016,12.83,6720,3207,4.0,0.0476,6.43,31.0,223,1476.0,1012,68.44,150.0,7.06,31.0,0.0,-8
12/01/2016,11.96,6960,2886,4.14,0.057999999999999996,6.57,30.0,122,1224.0,976,66.18,150.0,7.08,30.0,0.0,-9
13/01/2016,13.68,7200,3191,4.29,0.0583,6.36,30.0,191,1308.0,1122,64.84,270.0,7.08,29.0,3.0,-9
14/01/2016,12.91,7200,3012,4.29,0.0574,6.5,31.0,173,1320.0,1134,62.35,222.0,7.03,30.0,6.0,-8
15/01/2016,11.2,7200,2614,4.29,0.0634,6.69,31.0,155,1284.0,854,67.33,150.0,7.17,29.5,6.0,-6
16/01/2016,11.97,7200,2793,4.29,0.0626,6.67,30.0,167,1308.0,691,75.26,84.0,7.14,29.5,8.0,-3
17/01/2016,12.68,7200,2959,4.29,0.0669,6.63,30.0,452,1332.0,846,71.41,126.0,7.13,30.0,0.0,-8
18/01/2016,12.13,7440,2740,4.43,0.0753,6.65,29.0,332,1200.0,870,68.25,132.0,7.06,29.5,-3.0,-12
19/01/2016,10.65,7200,2484,4.29,0.0703,6.59,29.0,340,1170.0,785,68.4,66.0,7.18,28.0,-1.0,-12
20/01/2016,11.04,7200,2577,4.29,0.0699,6.43,27.0,372,1248.0,949,63.17,120.0,7.2,27.0,-1.0,-8
21/01/2016,9.18,7200,2142,4.29,0.0677,6.41,28.0,380,1164.0,744,65.27,102.0,7.16,28.0,1.0,-8
22/01/2016,10.28,7200,2398,4.29,0.0311,6.38,29.0,488,1296.0,762,68.22,72.0,7.04,29.0,-3.0,-14
23/01/2016,10.63,7200,2480,4.29,0.0583,6.46,29.0,395,1164.0,890,64.11,84.0,7.05,28.8,-10.0,-22
29/01/2016,11.2,7440,2528,4.43,0.0638,6.37,29.0,278,744.0,774,69.38,42.0,6.92,28.0,1.0,-6
30/01/2016,9.73,7680,2129,4.57,0.0667,6.46,27.0,378,798.0,564,73.51,30.0,7.04,27.0,-1.0,-8
31/01/2016,8.43,6960,2036,4.14,0.0646,6.38,27.0,308,762.0,766,62.38,42.0,7.02,27.0,-1.0,-9
01/02/2016,11.39,6960,2750,4.14,0.0485,6.45,28.0,407,1008.0,718,73.89,78.0,6.78,27.0,3.0,-9
02/02/2016,10.78,7440,2435,4.43,0.0523,6.39,29.0,250,1056.0,782,67.89,72.0,6.98,28.5,5.0,-6
03/02/2016,10.83,7200,2528,4.29,0.0566,6.62,29.0,189,1008.0,762,69.86,78.0,7.02,28.0,8.0,-3
04/02/2016,11.0,7440,2484,4.43,0.0527,6.44,30.0,172,1050.0,726,70.77,48.0,6.98,28.5,5.0,-7
05/02/2016,11.94,7440,2697,4.43,0.0514,6.44,29.0,253,1140.0,702,73.97,66.0,7.11,28.5,5.0,-7
06/02/2016,6.23,5040,2076,3.0,0.054000000000000006,6.44,26.5,328,846.0,605,70.86,72.0,7.24,26.5,4.0,-7
07/02/2016,7.18,5280,2285,3.14,0.0368,6.48,28.0,371,996.0,597,73.87,24.0,7.25,26.0,8.0,-4
08/02/2016,6.09,6720,1523,4.0,0.07200000000000001,6.45,29.0,103,750.0,581,61.85,42.0,7.3,28.0,14.0,-5
09/02/2016,5.39,6720,1347,4.0,0.0792,6.34,27.0,159,714.0,557,58.65,48.0,7.45,27.0,12.0,0
10/02/2016,5.88,6720,1469,4.0,0.048,6.42,27.0,154,804.0,621,57.73,48.0,7.21,28.0,16.0,3
11/02/2016,4.69,5520,1427,3.29,0.046,6.39,29.0,181,654.0,597,58.16,66.0,7.24,29.0,13.0,4
13/02/2016,5.02,4080,2069,2.43,0.0359,6.84,27.0,655,948.0,695,66.41,54.0,7.28,27.0,2.0,-6
14/02/2016,4.46,3600,2081,2.14,0.0321,7.0,24.0,547,876.0,741,64.39,30.0,7.09,24.0,-2.0,-11
18/02/2016,8.97,6720,2242,4.0,0.0376,6.73,26.0,370,1272.0,746,66.73,96.0,7.19,25.0,9.0,-2
19/02/2016,5.95,4800,2081,2.86,0.0386,6.76,24.0,193,894.0,707,66.03,60.0,7.28,24.0,10.0,-5
20/02/2016,3.16,3360,1582,2.0,0.0316,6.95,24.0,207,678.0,707,55.31,60.0,7.3,24.0,5.0,-7
21/02/2016,8.7,7920,1845,4.71,0.0608,6.7,23.0,164,852.0,648,64.88,54.0,7.24,22.2,8.0,1
22/02/2016,9.59,7920,2034,4.71,0.0608,6.46,26.0,164,852.0,687,66.22,66.0,7.05,25.0,7.0,-3
23/02/2016,6.35,5040,2116,3.0,0.027000000000000003,6.49,27.0,353,984.0,675,68.1,42.0,7.14,27.0,4.0,-7
24/02/2016,3.85,3600,1798,2.14,0.0197,6.59,25.0,686,780.0,612,65.96,30.0,7.12,25.0,7.0,-4
25/02/2016,4.91,6000,1374,3.57,0.0336,6.65,24.0,148,564.0,628,54.29,18.0,7.16,22.5,8.0,-2
26/02/2016,8.09,6720,2022,4.0,0.0284,6.43,27.0,208,786.0,1084,46.39,54.0,7.05,26.0,11.0,-1
27/02/2016,13.27,8400,2654,5.0,0.036000000000000004,6.19,31.0,191,1050.0,973,63.34,42.0,6.97,29.0,9.0,0
28/02/2016,12.27,6720,3068,4.0,0.0252,6.24,30.0,190,1104.0,803,73.83,102.0,6.77,29.5,5.0,-5
29/02/2016,11.98,7440,2705,4.43,0.0407,6.41,29.0,367,1140.0,946,65.03,78.0,7.0,29.0,5.0,-5
01/03/2016,8.82,5040,2940,3.0,0.027000000000000003,6.49,29.0,613,1146.0,943,67.93,54.0,7.03,28.0,12.0,1
02/03/2016,10.45,5760,3049,3.43,0.0271,6.24,30.0,193,1212.0,817,73.2,72.0,7.0,29.0,18.0,3
03/03/2016,10.39,5280,3307,3.14,0.0283,6.14,33.0,285,1242.0,786,76.23,84.0,6.97,30.5,24.0,8
04/03/2016,9.62,5040,3205,3.0,0.0288,6.28,33.0,355,1350.0,899,71.95,60.0,7.01,32.0,23.0,4
06/03/2016,10.19,5280,3241,3.14,0.0377,6.61,32.0,300,1314.0,743,77.07,60.0,7.28,31.0,15.0,3
07/03/2016,11.44,6240,3080,3.71,0.0427,6.4,30.0,349,1308.0,1231,60.03,72.0,7.2,30.0,15.0,-2
08/03/2016,12.86,6240,3463,3.71,0.0215,6.18,30.0,196,1566.0,883,74.5,72.0,6.94,29.0,5.0,-5
09/03/2016,11.8,5760,3443,3.43,0.0357,6.21,30.0,182,1338.0,803,76.68,78.0,6.91,30.0,4.0,-6
10/03/2016,10.03,5280,3190,3.14,0.0352,6.41,30.0,156,1398.0,985,69.12,72.0,7.08,30.0,7.0,-6
11/03/2016,9.89,5280,3147,3.14,0.0352,6.55,29.0,384,1290.0,977,68.95,96.0,7.18,29.0,10.0,-3
12/03/2016,9.98,6480,2588,3.86,0.0316,6.47,30.0,387,1314.0,887,65.73,84.0,7.08,29.0,12.0,0
13/03/2016,11.53,6360,3045,3.79,0.0356,6.48,30.0,352,1404.0,621,79.61,84.0,7.03,30.0,12.0,-5
14/03/2016,9.68,5760,2822,3.43,0.0346,6.49,30.0,213,1290.0,907,67.86,84.0,7.27,29.0,14.0,1
15/03/2016,7.49,5520,2279,3.29,0.0407,6.64,31.0,272,1044.0,782,65.69,42.0,7.24,30.0,14.0,2
17/03/2016,9.88,6240,2660,3.71,0.0453,6.57,31.0,209,1128.0,984,63.01,84.0,7.19,30.0,20.0,7
18/03/2016,10.75,6480,2788,3.86,0.0478,6.45,31.0,265,1116.0,900,67.72,78.0,7.18,30.0,22.0,4
21/03/2016,11.35,7440,2564,4.43,0.0487,6.69,31.0,176,1152.0,970,62.17,84.0,7.3,30.0,19.0,4
22/03/2016,12.08,7440,2728,4.43,0.0558,6.63,31.0,215,1164.0,916,66.42,96.0,7.22,31.0,18.0,3
23/03/2016,10.62,6960,2564,4.14,0.0505,6.67,31.0,112,1068.0,816,68.17,72.0,7.31,30.5,11.0,-2
24/03/2016,11.57,7200,2700,4.29,0.0527,6.64,31.0,136,1110.0,1080,60.0,60.0,7.33,30.0,13.0,-2
25/03/2016,11.36,6720,2840,4.0,0.0484,6.8,32.0,131,1146.0,900,68.31,72.0,7.34,33.0,15.0,-1
26/03/2016,11.99,7440,2708,4.43,0.0607,6.69,32.0,174,1098.0,848,68.69,60.0,7.43,33.6,17.0,2
28/03/2016,14.19,8640,2760,5.14,0.0576,6.59,34.0,205,1206.0,960,65.22,90.0,7.33,34.3,23.0,9
29/03/2016,13.21,8160,2720,4.86,0.0529,6.6,33.6,192,1176.0,920,66.18,60.0,7.3,35.5,18.0,8
31/03/2016,13.5,8400,2700,5.0,0.0525,6.56,34.1,155,1152.0,800,70.37,48.0,7.28,35.8,25.0,13
01/04/2016,12.09,6720,3022,4.0,0.04,6.47,34.55,444,1206.0,795,73.69,78.0,7.16,34.0,26.0,11
02/04/2016,13.29,7200,3101,4.29,0.042,6.51,34.2,284,1314.0,934,69.88,78.0,7.16,33.0,15.0,5
03/04/2016,12.57,7200,2934,4.29,0.0446,6.42,31.0,218,1206.0,978,66.67,60.0,7.03,31.0,16.0,3
05/04/2016,11.69,6720,2922,4.0,0.0428,6.54,32.0,278,1206.0,874,70.09,60.0,7.17,31.0,23.0,9
06/04/2016,17.65,9840,3014,5.86,0.0597,6.39,33.0,331,1266.0,835,72.3,48.0,7.04,32.0,20.0,10
07/04/2016,15.53,8400,3105,5.0,0.046,6.4,34.0,406,1068.0,875,71.82,66.0,7.08,32.0,22.0,8
08/04/2016,12.44,6960,3002,4.14,0.0447,6.67,34.6,274,936.0,835,72.19,30.0,7.11,33.0,24.0,9
09/04/2016,14.63,8400,2926,5.0,0.046,6.55,34.5,226,1128.0,779,73.38,24.0,7.12,34.0,29.0,9
10/04/2016,13.32,8400,2664,5.0,0.05,6.56,34.0,334,972.0,704,73.57,24.0,7.03,34.0,24.0,6
11/04/2016,15.01,8400,3002,5.0,0.0415,6.49,34.0,191,984.0,911,69.65,60.0,6.93,34.0,21.0,7
12/04/2016,15.49,8400,3097,5.0,0.035,6.56,34.0,375,1098.0,839,72.91,48.0,7.01,34.0,25.0,10
13/04/2016,13.69,7920,2903,4.71,0.0401,6.46,34.5,295,1110.0,831,71.37,30.0,7.07,34.0,29.0,12
14/04/2016,13.29,7200,3101,4.29,0.0343,6.52,34.6,243,1170.0,835,73.07,54.0,7.06,35.0,23.0,11
